"Tanggal","Source","Major","Total_Spending","Bulan","Month","Day","Week","Sources"
2023-02-18,"Facebook Ads","product_management",217876,Feb 2023,Feb 2023,18,"3","Facebook Ads"
2023-02-19,"Facebook Ads","product_management",214784,Feb 2023,Feb 2023,19,"3","Facebook Ads"
2023-02-20,"Facebook Ads","product_management",198842,Feb 2023,Feb 2023,20,"3","Facebook Ads"
2023-02-21,"Facebook Ads","product_management",213597,Feb 2023,Feb 2023,21,"3","Facebook Ads"
2023-02-22,"Facebook Ads","product_management",209794,Feb 2023,Feb 2023,22,"4","Facebook Ads"
2023-02-23,"Facebook Ads","product_management",205974,Feb 2023,Feb 2023,23,"4","Facebook Ads"
2023-02-24,"Facebook Ads","product_management",255063,Feb 2023,Feb 2023,24,"4","Facebook Ads"
2023-02-25,"Facebook Ads","product_management",281054,Feb 2023,Feb 2023,25,"4","Facebook Ads"
2023-02-26,"Facebook Ads","product_management",289606,Feb 2023,Feb 2023,26,"4","Facebook Ads"
2023-02-27,"Facebook Ads","product_management",281911,Feb 2023,Feb 2023,27,"4","Facebook Ads"
2023-02-28,"Facebook Ads","product_management",298812,Feb 2023,Feb 2023,28,"4","Facebook Ads"
2023-03-01,"Facebook Ads","product_management",348565,Mar 2023,Mar 2023,1,"1","Facebook Ads"
2023-03-02,"Facebook Ads","product_management",354418,Mar 2023,Mar 2023,2,"1","Facebook Ads"
2023-03-03,"Facebook Ads","product_management",137943,Mar 2023,Mar 2023,3,"1","Facebook Ads"
2023-03-04,"Facebook Ads","product_management",35222,Mar 2023,Mar 2023,4,"1","Facebook Ads"
2023-03-07,"Facebook Ads","product_management",169286,Mar 2023,Mar 2023,7,"1","Facebook Ads"
2023-03-08,"Facebook Ads","product_management",73551,Mar 2023,Mar 2023,8,"2","Facebook Ads"
2023-03-09,"Facebook Ads","product_management",287160,Mar 2023,Mar 2023,9,"2","Facebook Ads"
2023-03-10,"Facebook Ads","product_management",300926,Mar 2023,Mar 2023,10,"2","Facebook Ads"
2023-03-11,"Facebook Ads","product_management",303600,Mar 2023,Mar 2023,11,"2","Facebook Ads"
2023-03-12,"Facebook Ads","product_management",223948,Mar 2023,Mar 2023,12,"2","Facebook Ads"
2023-03-13,"Facebook Ads","product_management",245418,Mar 2023,Mar 2023,13,"2","Facebook Ads"
2023-03-14,"Facebook Ads","product_management",247937,Mar 2023,Mar 2023,14,"2","Facebook Ads"
2023-03-15,"Facebook Ads","product_management",281378,Mar 2023,Mar 2023,15,"3","Facebook Ads"
2023-03-16,"Facebook Ads","product_management",409253,Mar 2023,Mar 2023,16,"3","Facebook Ads"
2023-03-17,"Facebook Ads","product_management",326484,Mar 2023,Mar 2023,17,"3","Facebook Ads"
2023-03-18,"Facebook Ads","product_management",294424,Mar 2023,Mar 2023,18,"3","Facebook Ads"
2023-03-19,"Facebook Ads","product_management",151362,Mar 2023,Mar 2023,19,"3","Facebook Ads"
2023-03-20,"Facebook Ads","product_management",319438,Mar 2023,Mar 2023,20,"3","Facebook Ads"
2023-03-21,"Facebook Ads","product_management",327090,Mar 2023,Mar 2023,21,"3","Facebook Ads"
2023-03-22,"Facebook Ads","product_management",322934,Mar 2023,Mar 2023,22,"4","Facebook Ads"
2023-03-23,"Facebook Ads","product_management",316655,Mar 2023,Mar 2023,23,"4","Facebook Ads"
2023-03-24,"Facebook Ads","product_management",320242,Mar 2023,Mar 2023,24,"4","Facebook Ads"
2023-03-25,"Facebook Ads","product_management",342279,Mar 2023,Mar 2023,25,"4","Facebook Ads"
2023-03-26,"Facebook Ads","product_management",307635,Mar 2023,Mar 2023,26,"4","Facebook Ads"
2023-03-27,"Facebook Ads","product_management",296320,Mar 2023,Mar 2023,27,"4","Facebook Ads"
2023-03-28,"Facebook Ads","product_management",210025,Mar 2023,Mar 2023,28,"4","Facebook Ads"
2023-03-29,"Facebook Ads","product_management",202100,Mar 2023,Mar 2023,29,"5","Facebook Ads"
2023-03-30,"Facebook Ads","product_management",199677,Mar 2023,Mar 2023,30,"5","Facebook Ads"
2023-03-31,"Facebook Ads","product_management",245833,Mar 2023,Mar 2023,31,"5","Facebook Ads"
2023-04-01,"Facebook Ads","product_management",264053,Apr 2023,Apr 2023,1,"1","Facebook Ads"
2023-04-02,"Facebook Ads","product_management",266192,Apr 2023,Apr 2023,2,"1","Facebook Ads"
2023-04-03,"Facebook Ads","product_management",311628,Apr 2023,Apr 2023,3,"1","Facebook Ads"
2023-04-04,"Facebook Ads","product_management",356342,Apr 2023,Apr 2023,4,"1","Facebook Ads"
2023-04-05,"Facebook Ads","product_management",343447,Apr 2023,Apr 2023,5,"1","Facebook Ads"
2023-04-06,"Facebook Ads","product_management",325492,Apr 2023,Apr 2023,6,"1","Facebook Ads"
2023-04-07,"Facebook Ads","product_management",328284,Apr 2023,Apr 2023,7,"1","Facebook Ads"
2023-04-08,"Facebook Ads","product_management",323859,Apr 2023,Apr 2023,8,"2","Facebook Ads"
2023-04-09,"Facebook Ads","product_management",336891,Apr 2023,Apr 2023,9,"2","Facebook Ads"
2023-04-10,"Facebook Ads","product_management",330000,Apr 2023,Apr 2023,10,"2","Facebook Ads"
2023-04-11,"Facebook Ads","product_management",327584,Apr 2023,Apr 2023,11,"2","Facebook Ads"
2023-04-12,"Facebook Ads","product_management",326100,Apr 2023,Apr 2023,12,"2","Facebook Ads"
2023-04-13,"Facebook Ads","product_management",188226,Apr 2023,Apr 2023,13,"2","Facebook Ads"
2023-04-14,"Facebook Ads","product_management",127632,Apr 2023,Apr 2023,14,"2","Facebook Ads"
2023-04-15,"Facebook Ads","product_management",136892,Apr 2023,Apr 2023,15,"3","Facebook Ads"
2023-04-16,"Facebook Ads","product_management",58931,Apr 2023,Apr 2023,16,"3","Facebook Ads"
2023-04-19,"Facebook Ads","product_management",49527,Apr 2023,Apr 2023,19,"3","Facebook Ads"
2023-04-20,"Facebook Ads","product_management",96325,Apr 2023,Apr 2023,20,"3","Facebook Ads"
2023-04-21,"Facebook Ads","product_management",97139,Apr 2023,Apr 2023,21,"3","Facebook Ads"
2023-04-22,"Facebook Ads","product_management",97437,Apr 2023,Apr 2023,22,"4","Facebook Ads"
2023-04-23,"Facebook Ads","product_management",102081,Apr 2023,Apr 2023,23,"4","Facebook Ads"
2023-04-24,"Facebook Ads","product_management",100608,Apr 2023,Apr 2023,24,"4","Facebook Ads"
2023-04-25,"Facebook Ads","product_management",100092,Apr 2023,Apr 2023,25,"4","Facebook Ads"
2023-04-26,"Facebook Ads","product_management",98955,Apr 2023,Apr 2023,26,"4","Facebook Ads"
2023-04-27,"Facebook Ads","product_management",99690,Apr 2023,Apr 2023,27,"4","Facebook Ads"
2023-04-28,"Facebook Ads","product_management",99460,Apr 2023,Apr 2023,28,"4","Facebook Ads"
2023-04-29,"Facebook Ads","product_management",99114,Apr 2023,Apr 2023,29,"5","Facebook Ads"
2023-04-30,"Facebook Ads","product_management",101920,Apr 2023,Apr 2023,30,"5","Facebook Ads"
2023-05-01,"Facebook Ads","product_management",99064,May 2023,May 2023,1,"1","Facebook Ads"
2023-05-02,"Facebook Ads","product_management",99040,May 2023,May 2023,2,"1","Facebook Ads"
2023-05-03,"Facebook Ads","product_management",98511,May 2023,May 2023,3,"1","Facebook Ads"
2023-05-04,"Facebook Ads","product_management",99834,May 2023,May 2023,4,"1","Facebook Ads"
2023-05-05,"Facebook Ads","product_management",100788,May 2023,May 2023,5,"1","Facebook Ads"
2023-05-06,"Facebook Ads","product_management",100843,May 2023,May 2023,6,"1","Facebook Ads"
2023-05-07,"Facebook Ads","product_management",101699,May 2023,May 2023,7,"1","Facebook Ads"
2023-05-08,"Facebook Ads","product_management",125768,May 2023,May 2023,8,"2","Facebook Ads"
2023-05-09,"Facebook Ads","product_management",337533,May 2023,May 2023,9,"2","Facebook Ads"
2023-05-10,"Facebook Ads","product_management",624082,May 2023,May 2023,10,"2","Facebook Ads"
2023-05-11,"Facebook Ads","product_management",717354,May 2023,May 2023,11,"2","Facebook Ads"
2023-05-12,"Facebook Ads","product_management",409938,May 2023,May 2023,12,"2","Facebook Ads"
2023-05-13,"Facebook Ads","product_management",914091,May 2023,May 2023,13,"2","Facebook Ads"
2023-05-14,"Facebook Ads","product_management",760408,May 2023,May 2023,14,"2","Facebook Ads"
2023-05-15,"Facebook Ads","product_management",745097,May 2023,May 2023,15,"3","Facebook Ads"
2023-05-16,"Facebook Ads","product_management",786962,May 2023,May 2023,16,"3","Facebook Ads"
2023-05-17,"Facebook Ads","product_management",803968,May 2023,May 2023,17,"3","Facebook Ads"
2023-05-18,"Facebook Ads","product_management",803174,May 2023,May 2023,18,"3","Facebook Ads"
2023-05-19,"Facebook Ads","product_management",609220,May 2023,May 2023,19,"3","Facebook Ads"
2023-05-20,"Facebook Ads","product_management",209411,May 2023,May 2023,20,"3","Facebook Ads"
2023-05-22,"Facebook Ads","product_management",559236,May 2023,May 2023,22,"4","Facebook Ads"
2023-05-23,"Facebook Ads","product_management",589787,May 2023,May 2023,23,"4","Facebook Ads"
2023-05-24,"Facebook Ads","product_management",591349,May 2023,May 2023,24,"4","Facebook Ads"
2023-05-25,"Facebook Ads","product_management",582113,May 2023,May 2023,25,"4","Facebook Ads"
2023-05-26,"Facebook Ads","product_management",572611,May 2023,May 2023,26,"4","Facebook Ads"
2023-06-08,"Facebook Ads","product_management",582199,Jun 2023,Jun 2023,8,"2","Facebook Ads"
2023-06-09,"Facebook Ads","product_management",928898,Jun 2023,Jun 2023,9,"2","Facebook Ads"
2023-06-10,"Facebook Ads","product_management",969539,Jun 2023,Jun 2023,10,"2","Facebook Ads"
2023-06-11,"Facebook Ads","product_management",981195,Jun 2023,Jun 2023,11,"2","Facebook Ads"
2023-06-12,"Facebook Ads","product_management",980538,Jun 2023,Jun 2023,12,"2","Facebook Ads"
2023-06-13,"Facebook Ads","product_management",1154292,Jun 2023,Jun 2023,13,"2","Facebook Ads"
2023-06-14,"Facebook Ads","product_management",1034486,Jun 2023,Jun 2023,14,"2","Facebook Ads"
2023-06-15,"Facebook Ads","product_management",392457,Jun 2023,Jun 2023,15,"3","Facebook Ads"
2023-06-16,"Facebook Ads","product_management",385654,Jun 2023,Jun 2023,16,"3","Facebook Ads"
2023-06-17,"Facebook Ads","product_management",394232,Jun 2023,Jun 2023,17,"3","Facebook Ads"
2023-06-18,"Facebook Ads","product_management",402489,Jun 2023,Jun 2023,18,"3","Facebook Ads"
2023-06-19,"Facebook Ads","product_management",283842,Jun 2023,Jun 2023,19,"3","Facebook Ads"
2023-06-20,"Facebook Ads","product_management",423163,Jun 2023,Jun 2023,20,"3","Facebook Ads"
2023-06-21,"Facebook Ads","product_management",417318,Jun 2023,Jun 2023,21,"3","Facebook Ads"
2023-06-22,"Facebook Ads","product_management",566652,Jun 2023,Jun 2023,22,"4","Facebook Ads"
2023-06-23,"Facebook Ads","product_management",665130,Jun 2023,Jun 2023,23,"4","Facebook Ads"
2023-06-24,"Facebook Ads","product_management",658167,Jun 2023,Jun 2023,24,"4","Facebook Ads"
2023-06-25,"Facebook Ads","product_management",531358,Jun 2023,Jun 2023,25,"4","Facebook Ads"
2023-06-26,"Facebook Ads","product_management",335296,Jun 2023,Jun 2023,26,"4","Facebook Ads"
2023-06-27,"Facebook Ads","product_management",337871,Jun 2023,Jun 2023,27,"4","Facebook Ads"
2023-06-28,"Facebook Ads","product_management",335949,Jun 2023,Jun 2023,28,"4","Facebook Ads"
2023-06-29,"Facebook Ads","product_management",336750,Jun 2023,Jun 2023,29,"5","Facebook Ads"
2023-06-30,"Facebook Ads","product_management",303483,Jun 2023,Jun 2023,30,"5","Facebook Ads"
2023-07-01,"Facebook Ads","product_management",364691,Jul 2023,Jul 2023,1,"1","Facebook Ads"
2023-07-02,"Facebook Ads","product_management",337452,Jul 2023,Jul 2023,2,"1","Facebook Ads"
2023-07-03,"Facebook Ads","product_management",343202,Jul 2023,Jul 2023,3,"1","Facebook Ads"
2023-07-04,"Facebook Ads","product_management",341429,Jul 2023,Jul 2023,4,"1","Facebook Ads"
2023-07-05,"Facebook Ads","product_management",322547,Jul 2023,Jul 2023,5,"1","Facebook Ads"
2023-07-06,"Facebook Ads","product_management",328856,Jul 2023,Jul 2023,6,"1","Facebook Ads"
2023-07-07,"Facebook Ads","product_management",349513,Jul 2023,Jul 2023,7,"1","Facebook Ads"
2023-07-08,"Facebook Ads","product_management",401809,Jul 2023,Jul 2023,8,"2","Facebook Ads"
2023-07-09,"Facebook Ads","product_management",417470,Jul 2023,Jul 2023,9,"2","Facebook Ads"
2023-07-10,"Facebook Ads","product_management",401310,Jul 2023,Jul 2023,10,"2","Facebook Ads"
2023-07-11,"Facebook Ads","product_management",416802,Jul 2023,Jul 2023,11,"2","Facebook Ads"
2023-07-12,"Facebook Ads","product_management",442317,Jul 2023,Jul 2023,12,"2","Facebook Ads"
2023-07-13,"Facebook Ads","product_management",431401,Jul 2023,Jul 2023,13,"2","Facebook Ads"
2023-07-14,"Facebook Ads","product_management",486343,Jul 2023,Jul 2023,14,"2","Facebook Ads"
2023-07-15,"Facebook Ads","product_management",520027,Jul 2023,Jul 2023,15,"3","Facebook Ads"
2023-07-16,"Facebook Ads","product_management",386878,Jul 2023,Jul 2023,16,"3","Facebook Ads"
2023-07-17,"Facebook Ads","product_management",504921,Jul 2023,Jul 2023,17,"3","Facebook Ads"
2023-07-18,"Facebook Ads","product_management",540573,Jul 2023,Jul 2023,18,"3","Facebook Ads"
2023-07-19,"Facebook Ads","product_management",591882,Jul 2023,Jul 2023,19,"3","Facebook Ads"
2023-07-20,"Facebook Ads","product_management",613078,Jul 2023,Jul 2023,20,"3","Facebook Ads"
2023-07-21,"Facebook Ads","product_management",712510,Jul 2023,Jul 2023,21,"3","Facebook Ads"
2023-07-22,"Facebook Ads","product_management",816441,Jul 2023,Jul 2023,22,"4","Facebook Ads"
2023-07-23,"Facebook Ads","product_management",801032,Jul 2023,Jul 2023,23,"4","Facebook Ads"
2023-07-24,"Facebook Ads","product_management",801818,Jul 2023,Jul 2023,24,"4","Facebook Ads"
2023-07-25,"Facebook Ads","product_management",796010,Jul 2023,Jul 2023,25,"4","Facebook Ads"
2023-07-26,"Facebook Ads","product_management",780178,Jul 2023,Jul 2023,26,"4","Facebook Ads"
2023-07-27,"Facebook Ads","product_management",826664,Jul 2023,Jul 2023,27,"4","Facebook Ads"
2023-07-28,"Facebook Ads","product_management",860179,Jul 2023,Jul 2023,28,"4","Facebook Ads"
2023-07-29,"Facebook Ads","product_management",879310,Jul 2023,Jul 2023,29,"5","Facebook Ads"
2023-07-30,"Facebook Ads","product_management",849145,Jul 2023,Jul 2023,30,"5","Facebook Ads"
2023-07-31,"Facebook Ads","product_management",673935,Jul 2023,Jul 2023,31,"5","Facebook Ads"
2023-08-01,"Facebook Ads","product_management",441341,Aug 2023,Aug 2023,1,"1","Facebook Ads"
2023-08-02,"Facebook Ads","product_management",458598,Aug 2023,Aug 2023,2,"1","Facebook Ads"
2023-08-03,"Facebook Ads","product_management",459082,Aug 2023,Aug 2023,3,"1","Facebook Ads"
2023-08-04,"Facebook Ads","product_management",487231,Aug 2023,Aug 2023,4,"1","Facebook Ads"
2023-08-05,"Facebook Ads","product_management",495760,Aug 2023,Aug 2023,5,"1","Facebook Ads"
2023-08-06,"Facebook Ads","product_management",485872,Aug 2023,Aug 2023,6,"1","Facebook Ads"
2023-08-07,"Facebook Ads","product_management",483007,Aug 2023,Aug 2023,7,"1","Facebook Ads"
2023-08-08,"Facebook Ads","product_management",475402,Aug 2023,Aug 2023,8,"2","Facebook Ads"
2023-08-09,"Facebook Ads","product_management",493602,Aug 2023,Aug 2023,9,"2","Facebook Ads"
2023-08-10,"Facebook Ads","product_management",491565,Aug 2023,Aug 2023,10,"2","Facebook Ads"
2023-08-11,"Facebook Ads","product_management",492376,Aug 2023,Aug 2023,11,"2","Facebook Ads"
2023-08-12,"Facebook Ads","product_management",264234,Aug 2023,Aug 2023,12,"2","Facebook Ads"
2023-08-13,"Facebook Ads","product_management",106510,Aug 2023,Aug 2023,13,"2","Facebook Ads"
2023-08-14,"Facebook Ads","product_management",144667,Aug 2023,Aug 2023,14,"2","Facebook Ads"
2023-08-15,"Facebook Ads","product_management",179120,Aug 2023,Aug 2023,15,"3","Facebook Ads"
2023-08-16,"Facebook Ads","product_management",87740,Aug 2023,Aug 2023,16,"3","Facebook Ads"
2023-08-17,"Facebook Ads","product_management",86059,Aug 2023,Aug 2023,17,"3","Facebook Ads"
2023-08-18,"Facebook Ads","product_management",85002,Aug 2023,Aug 2023,18,"3","Facebook Ads"
2023-08-19,"Facebook Ads","product_management",90418,Aug 2023,Aug 2023,19,"3","Facebook Ads"
2023-08-20,"Facebook Ads","product_management",80002,Aug 2023,Aug 2023,20,"3","Facebook Ads"
2023-08-21,"Facebook Ads","product_management",88970,Aug 2023,Aug 2023,21,"3","Facebook Ads"
2023-08-22,"Facebook Ads","product_management",105570,Aug 2023,Aug 2023,22,"4","Facebook Ads"
2023-08-23,"Facebook Ads","product_management",107486,Aug 2023,Aug 2023,23,"4","Facebook Ads"
2023-08-24,"Facebook Ads","product_management",107940,Aug 2023,Aug 2023,24,"4","Facebook Ads"
2023-08-25,"Facebook Ads","product_management",443411,Aug 2023,Aug 2023,25,"4","Facebook Ads"
2023-08-26,"Facebook Ads","product_management",480290,Aug 2023,Aug 2023,26,"4","Facebook Ads"
2023-08-27,"Facebook Ads","product_management",523079,Aug 2023,Aug 2023,27,"4","Facebook Ads"
2023-08-28,"Facebook Ads","product_management",513867,Aug 2023,Aug 2023,28,"4","Facebook Ads"
2023-08-29,"Facebook Ads","product_management",519032,Aug 2023,Aug 2023,29,"5","Facebook Ads"
2023-08-30,"Facebook Ads","product_management",510813,Aug 2023,Aug 2023,30,"5","Facebook Ads"
2023-08-31,"Facebook Ads","product_management",858328,Aug 2023,Aug 2023,31,"5","Facebook Ads"
2023-09-01,"Facebook Ads","product_management",1031961,Sep 2023,Sep 2023,1,"1","Facebook Ads"
2023-09-02,"Facebook Ads","product_management",1035267,Sep 2023,Sep 2023,2,"1","Facebook Ads"
2023-09-03,"Facebook Ads","product_management",1064097,Sep 2023,Sep 2023,3,"1","Facebook Ads"
2023-09-04,"Facebook Ads","product_management",684893,Sep 2023,Sep 2023,4,"1","Facebook Ads"
2023-09-05,"Facebook Ads","product_management",519410,Sep 2023,Sep 2023,5,"1","Facebook Ads"
2023-09-06,"Facebook Ads","product_management",755182,Sep 2023,Sep 2023,6,"1","Facebook Ads"
2023-09-07,"Facebook Ads","product_management",798407,Sep 2023,Sep 2023,7,"1","Facebook Ads"
2023-09-08,"Facebook Ads","product_management",767424,Sep 2023,Sep 2023,8,"2","Facebook Ads"
2023-09-09,"Facebook Ads","product_management",838378,Sep 2023,Sep 2023,9,"2","Facebook Ads"
2023-09-10,"Facebook Ads","product_management",456672,Sep 2023,Sep 2023,10,"2","Facebook Ads"
2023-09-11,"Facebook Ads","product_management",827639,Sep 2023,Sep 2023,11,"2","Facebook Ads"
2023-09-12,"Facebook Ads","product_management",852521,Sep 2023,Sep 2023,12,"2","Facebook Ads"
2023-09-13,"Facebook Ads","product_management",860974,Sep 2023,Sep 2023,13,"2","Facebook Ads"
2023-09-14,"Facebook Ads","product_management",1102596,Sep 2023,Sep 2023,14,"2","Facebook Ads"
2023-09-15,"Facebook Ads","product_management",1126097,Sep 2023,Sep 2023,15,"3","Facebook Ads"
2023-09-16,"Facebook Ads","product_management",1028857,Sep 2023,Sep 2023,16,"3","Facebook Ads"
2023-09-17,"Facebook Ads","product_management",1031825,Sep 2023,Sep 2023,17,"3","Facebook Ads"
2023-09-18,"Facebook Ads","product_management",944391,Sep 2023,Sep 2023,18,"3","Facebook Ads"
2023-09-19,"Facebook Ads","product_management",902744,Sep 2023,Sep 2023,19,"3","Facebook Ads"
2023-09-20,"Facebook Ads","product_management",891815,Sep 2023,Sep 2023,20,"3","Facebook Ads"
2023-09-21,"Facebook Ads","product_management",968386,Sep 2023,Sep 2023,21,"3","Facebook Ads"
2023-09-22,"Facebook Ads","product_management",1602221,Sep 2023,Sep 2023,22,"4","Facebook Ads"
2023-09-23,"Facebook Ads","product_management",1195131,Sep 2023,Sep 2023,23,"4","Facebook Ads"
2023-09-24,"Facebook Ads","product_management",1158917,Sep 2023,Sep 2023,24,"4","Facebook Ads"
2023-09-25,"Facebook Ads","product_management",1009456,Sep 2023,Sep 2023,25,"4","Facebook Ads"
2023-09-26,"Facebook Ads","product_management",1131836,Sep 2023,Sep 2023,26,"4","Facebook Ads"
2023-09-27,"Facebook Ads","product_management",1223403,Sep 2023,Sep 2023,27,"4","Facebook Ads"
2023-09-28,"Facebook Ads","product_management",1351200,Sep 2023,Sep 2023,28,"4","Facebook Ads"
2023-09-29,"Facebook Ads","product_management",1272936,Sep 2023,Sep 2023,29,"5","Facebook Ads"
2023-09-30,"Facebook Ads","product_management",639613,Sep 2023,Sep 2023,30,"5","Facebook Ads"
2023-10-01,"Facebook Ads","product_management",1088265,Oct 2023,Oct 2023,1,"1","Facebook Ads"
2023-10-02,"Facebook Ads","product_management",1172993,Oct 2023,Oct 2023,2,"1","Facebook Ads"
2023-10-03,"Facebook Ads","product_management",710979,Oct 2023,Oct 2023,3,"1","Facebook Ads"
2023-10-04,"Facebook Ads","product_management",581511,Oct 2023,Oct 2023,4,"1","Facebook Ads"
2023-10-05,"Facebook Ads","product_management",606548,Oct 2023,Oct 2023,5,"1","Facebook Ads"
2023-10-06,"Facebook Ads","product_management",674668,Oct 2023,Oct 2023,6,"1","Facebook Ads"
2023-10-07,"Facebook Ads","product_management",698571,Oct 2023,Oct 2023,7,"1","Facebook Ads"
2023-10-08,"Facebook Ads","product_management",692478,Oct 2023,Oct 2023,8,"2","Facebook Ads"
2023-10-09,"Facebook Ads","product_management",685584,Oct 2023,Oct 2023,9,"2","Facebook Ads"
2023-10-10,"Facebook Ads","product_management",640987,Oct 2023,Oct 2023,10,"2","Facebook Ads"
2023-10-11,"Facebook Ads","product_management",203182,Oct 2023,Oct 2023,11,"2","Facebook Ads"
2023-10-12,"Facebook Ads","product_management",203305,Oct 2023,Oct 2023,12,"2","Facebook Ads"
2023-10-13,"Facebook Ads","product_management",198294,Oct 2023,Oct 2023,13,"2","Facebook Ads"
2023-10-14,"Facebook Ads","product_management",205400,Oct 2023,Oct 2023,14,"2","Facebook Ads"
2023-10-15,"Facebook Ads","product_management",151947,Oct 2023,Oct 2023,15,"3","Facebook Ads"
2023-10-16,"Facebook Ads","product_management",201539,Oct 2023,Oct 2023,16,"3","Facebook Ads"
2023-10-17,"Facebook Ads","product_management",206708,Oct 2023,Oct 2023,17,"3","Facebook Ads"
2023-10-18,"Facebook Ads","product_management",206582,Oct 2023,Oct 2023,18,"3","Facebook Ads"
2023-10-19,"Facebook Ads","product_management",206316,Oct 2023,Oct 2023,19,"3","Facebook Ads"
2023-10-20,"Facebook Ads","product_management",206959,Oct 2023,Oct 2023,20,"3","Facebook Ads"
2023-10-21,"Facebook Ads","product_management",266321,Oct 2023,Oct 2023,21,"3","Facebook Ads"
2023-10-22,"Facebook Ads","product_management",273495,Oct 2023,Oct 2023,22,"4","Facebook Ads"
2023-10-23,"Facebook Ads","product_management",266528,Oct 2023,Oct 2023,23,"4","Facebook Ads"
2023-10-24,"Facebook Ads","product_management",265290,Oct 2023,Oct 2023,24,"4","Facebook Ads"
2023-10-25,"Facebook Ads","product_management",14920,Oct 2023,Oct 2023,25,"4","Facebook Ads"
2023-11-10,"Facebook Ads","product_management",99131,Nov 2023,Nov 2023,10,"2","Facebook Ads"
2023-11-11,"Facebook Ads","product_management",181891,Nov 2023,Nov 2023,11,"2","Facebook Ads"
2023-11-12,"Facebook Ads","product_management",205500,Nov 2023,Nov 2023,12,"2","Facebook Ads"
2023-11-13,"Facebook Ads","product_management",202883,Nov 2023,Nov 2023,13,"2","Facebook Ads"
2023-11-14,"Facebook Ads","product_management",199907,Nov 2023,Nov 2023,14,"2","Facebook Ads"
2023-11-15,"Facebook Ads","product_management",199938,Nov 2023,Nov 2023,15,"3","Facebook Ads"
2023-11-16,"Facebook Ads","product_management",199344,Nov 2023,Nov 2023,16,"3","Facebook Ads"
2023-11-17,"Facebook Ads","product_management",199381,Nov 2023,Nov 2023,17,"3","Facebook Ads"
2023-11-18,"Facebook Ads","product_management",193047,Nov 2023,Nov 2023,18,"3","Facebook Ads"
2023-11-19,"Facebook Ads","product_management",204702,Nov 2023,Nov 2023,19,"3","Facebook Ads"
2023-11-20,"Facebook Ads","product_management",201680,Nov 2023,Nov 2023,20,"3","Facebook Ads"
2023-11-21,"Facebook Ads","product_management",203809,Nov 2023,Nov 2023,21,"3","Facebook Ads"
2023-11-22,"Facebook Ads","product_management",247392,Nov 2023,Nov 2023,22,"4","Facebook Ads"
2023-11-23,"Facebook Ads","product_management",250003,Nov 2023,Nov 2023,23,"4","Facebook Ads"
2023-11-24,"Facebook Ads","product_management",280713,Nov 2023,Nov 2023,24,"4","Facebook Ads"
2023-11-25,"Facebook Ads","product_management",376559,Nov 2023,Nov 2023,25,"4","Facebook Ads"
2023-11-26,"Facebook Ads","product_management",458108,Nov 2023,Nov 2023,26,"4","Facebook Ads"
2023-11-27,"Facebook Ads","product_management",593728,Nov 2023,Nov 2023,27,"4","Facebook Ads"
2023-11-28,"Facebook Ads","product_management",952217,Nov 2023,Nov 2023,28,"4","Facebook Ads"
2023-11-29,"Facebook Ads","product_management",1032145,Nov 2023,Nov 2023,29,"5","Facebook Ads"
2023-11-30,"Facebook Ads","product_management",998734,Nov 2023,Nov 2023,30,"5","Facebook Ads"
2023-12-01,"Facebook Ads","product_management",998297,Dec 2023,Dec 2023,1,"1","Facebook Ads"
2023-12-02,"Facebook Ads","product_management",796576,Dec 2023,Dec 2023,2,"1","Facebook Ads"
2023-12-04,"Facebook Ads","product_management",1034803,Dec 2023,Dec 2023,4,"1","Facebook Ads"
2023-12-05,"Facebook Ads","product_management",931267,Dec 2023,Dec 2023,5,"1","Facebook Ads"
2023-12-06,"Facebook Ads","product_management",73875,Dec 2023,Dec 2023,6,"1","Facebook Ads"
2023-11-07,"Google Ads","product_management",35509,Nov 2023,Nov 2023,7,"1","Google Ads"
2023-11-08,"Google Ads","product_management",49051,Nov 2023,Nov 2023,8,"2","Google Ads"
2023-11-09,"Google Ads","product_management",43386,Nov 2023,Nov 2023,9,"2","Google Ads"
2023-11-10,"Google Ads","product_management",64488,Nov 2023,Nov 2023,10,"2","Google Ads"
2023-11-11,"Google Ads","product_management",54969,Nov 2023,Nov 2023,11,"2","Google Ads"
2023-11-12,"Google Ads","product_management",52392,Nov 2023,Nov 2023,12,"2","Google Ads"
2023-11-13,"Google Ads","product_management",64273,Nov 2023,Nov 2023,13,"2","Google Ads"
2023-11-14,"Google Ads","product_management",59775,Nov 2023,Nov 2023,14,"2","Google Ads"
2023-11-15,"Google Ads","product_management",61535,Nov 2023,Nov 2023,15,"3","Google Ads"
2023-11-16,"Google Ads","product_management",60106,Nov 2023,Nov 2023,16,"3","Google Ads"
2023-11-17,"Google Ads","product_management",54156,Nov 2023,Nov 2023,17,"3","Google Ads"
2023-11-18,"Google Ads","product_management",13687,Nov 2023,Nov 2023,18,"3","Google Ads"
2023-11-19,"Google Ads","product_management",49776,Nov 2023,Nov 2023,19,"3","Google Ads"
2023-11-20,"Google Ads","product_management",39894,Nov 2023,Nov 2023,20,"3","Google Ads"
2023-11-21,"Google Ads","product_management",46405,Nov 2023,Nov 2023,21,"3","Google Ads"
2023-11-22,"Google Ads","product_management",50152,Nov 2023,Nov 2023,22,"4","Google Ads"
2023-11-23,"Google Ads","product_management",64181,Nov 2023,Nov 2023,23,"4","Google Ads"
